# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
363.2         	4.4591380e-02	6.9521700e-03	1.2185630e-02	1.2282560e-02
363.3         	4.4599630e-02	6.9524880e-03	1.2185200e-02	1.2282190e-02
363.4         	4.4575910e-02	6.9527090e-03	1.2184490e-02	1.2281240e-02
363.5         	4.4607150e-02	6.9529590e-03	1.2184090e-02	1.2280460e-02
363.6         	4.4621100e-02	6.9535450e-03	1.2183970e-02	1.2279340e-02
363.7         	4.4601770e-02	6.9540540e-03	1.2183900e-02	1.2278470e-02
363.8         	4.4596910e-02	6.9544590e-03	1.2183400e-02	1.2277830e-02
363.9         	4.4566580e-02	6.9548750e-03	1.2182710e-02	1.2277450e-02
364           	4.4566180e-02	6.9552020e-03	1.2182090e-02	1.2277170e-02
364.1         	4.4605380e-02	6.9555470e-03	1.2181550e-02	1.2276640e-02
364.2         	4.4515530e-02	6.9557720e-03	1.2180920e-02	1.2275810e-02
364.3         	4.4533200e-02	6.9562270e-03	1.2180370e-02	1.2274830e-02
364.4         	4.4558850e-02	6.9570430e-03	1.2179610e-02	1.2273830e-02
364.5         	4.4592800e-02	6.9573680e-03	1.2178940e-02	1.2273050e-02
364.6         	4.4591000e-02	6.9573600e-03	1.2178170e-02	1.2272280e-02
364.7         	4.4579990e-02	6.9574590e-03	1.2177500e-02	1.2271050e-02
364.8         	4.4529420e-02	6.9581330e-03	1.2176660e-02	1.2270370e-02
364.9         	4.4572590e-02	6.9587170e-03	1.2175820e-02	1.2269240e-02
365           	4.4579240e-02	6.9591780e-03	1.2174780e-02	1.2267500e-02
365.1         	4.4549930e-02	6.9596530e-03	1.2174140e-02	1.2266140e-02
365.2         	4.4500060e-02	6.9599010e-03	1.2173450e-02	1.2265190e-02
365.3         	4.4512950e-02	6.9603610e-03	1.2172420e-02	1.2264500e-02
365.4         	4.4540010e-02	6.9607750e-03	1.2171340e-02	1.2263250e-02
365.5         	4.4528920e-02	6.9614640e-03	1.2170450e-02	1.2263040e-02
365.6         	4.4514930e-02	6.9621940e-03	1.2170070e-02	1.2262230e-02
365.7         	4.4511610e-02	6.9626920e-03	1.2169720e-02	1.2261090e-02
365.8         	4.4489920e-02	6.9629940e-03	1.2169140e-02	1.2259750e-02
365.9         	4.4520280e-02	6.9634510e-03	1.2168390e-02	1.2258100e-02
366           	4.4545590e-02	6.9639250e-03	1.2166810e-02	1.2256950e-02
366.1         	4.4515120e-02	6.9640580e-03	1.2165460e-02	1.2255700e-02
366.2         	4.4502110e-02	6.9638910e-03	1.2164110e-02	1.2254510e-02
366.3         	4.4500890e-02	6.9636310e-03	1.2163530e-02	1.2253800e-02
366.4         	4.4566440e-02	6.9635920e-03	1.2162850e-02	1.2253220e-02
366.5         	4.4503810e-02	6.9636710e-03	1.2162410e-02	1.2252600e-02
366.6         	4.4519460e-02	6.9642810e-03	1.2161860e-02	1.2251600e-02
366.7         	4.4480180e-02	6.9650200e-03	1.2161060e-02	1.2250530e-02
366.8         	4.4481980e-02	6.9656580e-03	1.2160600e-02	1.2249270e-02
366.9         	4.4482120e-02	6.9657670e-03	1.2160170e-02	1.2248430e-02
367           	4.4452140e-02	6.9656300e-03	1.2159440e-02	1.2247720e-02
367.1         	4.4507940e-02	6.9656350e-03	1.2158960e-02	1.2247270e-02
367.2         	4.4469930e-02	6.9657190e-03	1.2158510e-02	1.2246660e-02
367.3         	4.4481460e-02	6.9660120e-03	1.2157950e-02	1.2245580e-02
367.4         	4.4476520e-02	6.9662170e-03	1.2157350e-02	1.2244420e-02
367.5         	4.4533800e-02	6.9666240e-03	1.2157090e-02	1.2243240e-02
367.6         	4.4527670e-02	6.9673340e-03	1.2156520e-02	1.2242290e-02
367.7         	4.4529570e-02	6.9676620e-03	1.2155770e-02	1.2241400e-02
367.8         	4.4448130e-02	6.9677140e-03	1.2155320e-02	1.2241040e-02
367.9         	4.4459050e-02	6.9682330e-03	1.2154990e-02	1.2240220e-02
368           	4.4437670e-02	6.9687860e-03	1.2154360e-02	1.2239390e-02
368.1         	4.4432580e-02	6.9689740e-03	1.2153630e-02	1.2238460e-02
368.2         	4.4422180e-02	6.9691530e-03	1.2152530e-02	1.2237610e-02
368.3         	4.4418670e-02	6.9695240e-03	1.2151620e-02	1.2237010e-02
368.4         	4.4469480e-02	6.9701570e-03	1.2150590e-02	1.2235840e-02
368.5         	4.4421120e-02	6.9704820e-03	1.2149840e-02	1.2234970e-02
368.6         	4.4460660e-02	6.9707070e-03	1.2149180e-02	1.2234100e-02
368.7         	4.4482150e-02	6.9711120e-03	1.2148860e-02	1.2233250e-02
368.8         	4.4442700e-02	6.9718530e-03	1.2148700e-02	1.2232080e-02
368.9         	4.4453100e-02	6.9725140e-03	1.2148630e-02	1.2230550e-02
369           	4.4450810e-02	6.9729480e-03	1.2148490e-02	1.2229160e-02
369.1         	4.4462690e-02	6.9731160e-03	1.2147950e-02	1.2228020e-02
369.2         	4.4484410e-02	6.9734100e-03	1.2146620e-02	1.2227240e-02
369.3         	4.4458840e-02	6.9738980e-03	1.2145590e-02	1.2226840e-02
369.4         	4.4480270e-02	6.9742990e-03	1.2144480e-02	1.2226840e-02
369.5         	4.4520030e-02	6.9748670e-03	1.2143550e-02	1.2226540e-02
369.6         	4.4443660e-02	6.9751320e-03	1.2142740e-02	1.2225340e-02
369.7         	4.4431610e-02	6.9754440e-03	1.2141690e-02	1.2224010e-02
369.8         	4.4463860e-02	6.9761080e-03	1.2140950e-02	1.2222840e-02
369.9         	4.4432170e-02	6.9765160e-03	1.2140930e-02	1.2221350e-02
370           	4.4426190e-02	6.9769300e-03	1.2140830e-02	1.2220480e-02
370.1         	4.4485130e-02	6.9772540e-03	1.2140280e-02	1.2219750e-02
370.2         	4.4516730e-02	6.9778550e-03	1.2139730e-02	1.2219180e-02
370.3         	4.4479390e-02	6.9786450e-03	1.2138760e-02	1.2218430e-02
370.4         	4.4456480e-02	6.9794680e-03	1.2137680e-02	1.2217850e-02
370.5         	4.4471130e-02	6.9802710e-03	1.2136190e-02	1.2217560e-02
370.6         	4.4482260e-02	6.9809210e-03	1.2135690e-02	1.2217110e-02
370.7         	4.4547070e-02	6.9813650e-03	1.2135100e-02	1.2216560e-02
370.8         	4.4442820e-02	6.9817120e-03	1.2134120e-02	1.2216010e-02
370.9         	4.4462150e-02	6.9827550e-03	1.2133080e-02	1.2215620e-02
371           	4.4439970e-02	6.9836000e-03	1.2132330e-02	1.2215070e-02
371.1         	4.4479470e-02	6.9842920e-03	1.2131750e-02	1.2214820e-02
371.2         	4.4479440e-02	6.9849860e-03	1.2131590e-02	1.2215020e-02
371.3         	4.4426870e-02	6.9850880e-03	1.2131470e-02	1.2214770e-02
371.4         	4.4467680e-02	6.9852760e-03	1.2131330e-02	1.2214090e-02
371.5         	4.4518880e-02	6.9853630e-03	1.2130760e-02	1.2212900e-02
371.6         	4.4481780e-02	6.9854480e-03	1.2130360e-02	1.2211970e-02
371.7         	4.4498690e-02	6.9854790e-03	1.2129620e-02	1.2211640e-02
371.8         	4.4526680e-02	6.9854600e-03	1.2128380e-02	1.2211340e-02
371.9         	4.4455930e-02	6.9855820e-03	1.2127410e-02	1.2211290e-02
372           	4.4501810e-02	6.9856800e-03	1.2127330e-02	1.2211490e-02
372.1         	4.4475520e-02	6.9858260e-03	1.2127270e-02	1.2210750e-02
372.2         	4.4479360e-02	6.9861920e-03	1.2127090e-02	1.2209990e-02
372.3         	4.4488200e-02	6.9867240e-03	1.2127070e-02	1.2208910e-02
372.4         	4.4534300e-02	6.9869460e-03	1.2127500e-02	1.2208300e-02
372.5         	4.4544630e-02	6.9869390e-03	1.2127690e-02	1.2207760e-02
372.6         	4.4539720e-02	6.9870030e-03	1.2127810e-02	1.2206830e-02
372.7         	4.4484340e-02	6.9874830e-03	1.2127670e-02	1.2206250e-02
372.8         	4.4497940e-02	6.9879360e-03	1.2127150e-02	1.2205780e-02
372.9         	4.4509970e-02	6.9884650e-03	1.2126860e-02	1.2205220e-02
373           	4.4504740e-02	6.9892300e-03	1.2126470e-02	1.2204730e-02
373.1         	4.4541270e-02	6.9900660e-03	1.2126650e-02	1.2204260e-02
373.2         	4.4542970e-02	6.9904650e-03	1.2126900e-02	1.2203710e-02
373.3         	4.4571320e-02	6.9910540e-03	1.2126540e-02	1.2203260e-02
373.4         	4.4526810e-02	6.9912200e-03	1.2126370e-02	1.2203520e-02
373.5         	4.4558580e-02	6.9914290e-03	1.2125820e-02	1.2203050e-02
373.6         	4.4577580e-02	6.9917530e-03	1.2125450e-02	1.2202410e-02
373.7         	4.4493780e-02	6.9922070e-03	1.2125660e-02	1.2201820e-02
373.8         	4.4522330e-02	6.9922220e-03	1.2126130e-02	1.2201160e-02
373.9         	4.4513360e-02	6.9922440e-03	1.2126300e-02	1.2200410e-02
374           	4.4553290e-02	6.9922410e-03	1.2126010e-02	1.2199570e-02
374.1         	4.4556550e-02	6.9929680e-03	1.2125590e-02	1.2198990e-02
374.2         	4.4559860e-02	6.9933830e-03	1.2125630e-02	1.2199110e-02
374.3         	4.4588720e-02	6.9934710e-03	1.2125730e-02	1.2199110e-02
374.4         	4.4568600e-02	6.9937830e-03	1.2125520e-02	1.2198590e-02
374.5         	4.4579960e-02	6.9941910e-03	1.2125200e-02	1.2198360e-02
374.6         	4.4559580e-02	6.9943700e-03	1.2125020e-02	1.2198440e-02
374.7         	4.4579960e-02	6.9950160e-03	1.2124880e-02	1.2197690e-02
374.8         	4.4542960e-02	6.9955000e-03	1.2124940e-02	1.2197430e-02
374.9         	4.4552310e-02	6.9958010e-03	1.2124570e-02	1.2196650e-02
375           	4.4589290e-02	6.9962700e-03	1.2124370e-02	1.2195930e-02
375.1         	4.4632550e-02	6.9965880e-03	1.2124490e-02	1.2195770e-02
375.2         	4.4596880e-02	6.9971960e-03	1.2124340e-02	1.2195960e-02
375.3         	4.4634280e-02	6.9974600e-03	1.2124610e-02	1.2195290e-02
375.4         	4.4656530e-02	6.9979520e-03	1.2124790e-02	1.2194680e-02
375.5         	4.4648840e-02	6.9983680e-03	1.2124380e-02	1.2194190e-02
375.6         	4.4657450e-02	6.9987380e-03	1.2123960e-02	1.2194200e-02
375.7         	4.4667770e-02	6.9989440e-03	1.2123460e-02	1.2193770e-02
375.8         	4.4666940e-02	6.9987310e-03	1.2123190e-02	1.2193350e-02
375.9         	4.4692940e-02	6.9988810e-03	1.2123080e-02	1.2192970e-02
376           	4.4688990e-02	6.9994760e-03	1.2123080e-02	1.2193060e-02
376.1         	4.4688030e-02	7.0003410e-03	1.2123000e-02	1.2192900e-02
376.2         	4.4689480e-02	7.0013340e-03	1.2122730e-02	1.2192620e-02
376.3         	4.4720240e-02	7.0015430e-03	1.2121810e-02	1.2192540e-02
376.4         	4.4763020e-02	7.0011360e-03	1.2121330e-02	1.2192030e-02
376.5         	4.4750850e-02	7.0010820e-03	1.2120750e-02	1.2191810e-02
376.6         	4.4726570e-02	7.0014070e-03	1.2120070e-02	1.2191780e-02
376.7         	4.4715460e-02	7.0021800e-03	1.2119630e-02	1.2192090e-02
376.8         	4.4673000e-02	7.0031000e-03	1.2119380e-02	1.2192180e-02
376.9         	4.4671620e-02	7.0036570e-03	1.2119660e-02	1.2191730e-02
377           	4.4695160e-02	7.0038510e-03	1.2119640e-02	1.2190830e-02
377.1         	4.4706220e-02	7.0042840e-03	1.2119140e-02	1.2190000e-02
377.2         	4.4700250e-02	7.0045760e-03	1.2118590e-02	1.2189440e-02
377.3         	4.4702640e-02	7.0047390e-03	1.2117630e-02	1.2189110e-02
377.4         	4.4720080e-02	7.0049840e-03	1.2116800e-02	1.2189230e-02
377.5         	4.4699610e-02	7.0053990e-03	1.2116460e-02	1.2189430e-02
377.6         	4.4690330e-02	7.0060920e-03	1.2116260e-02	1.2189560e-02
377.7         	4.4685500e-02	7.0067570e-03	1.2116110e-02	1.2189180e-02
377.8         	4.4731440e-02	7.0073650e-03	1.2115800e-02	1.2188520e-02
377.9         	4.4704620e-02	7.0079320e-03	1.2115630e-02	1.2187990e-02
378           	4.4731500e-02	7.0087820e-03	1.2115080e-02	1.2187600e-02
378.1         	4.4719220e-02	7.0090180e-03	1.2114740e-02	1.2186990e-02
378.2         	4.4707800e-02	7.0086560e-03	1.2114730e-02	1.2185860e-02
378.3         	4.4678560e-02	7.0088380e-03	1.2114520e-02	1.2185480e-02
378.4         	4.4687050e-02	7.0094240e-03	1.2114260e-02	1.2185420e-02
378.5         	4.4691760e-02	7.0102070e-03	1.2114510e-02	1.2185540e-02
378.6         	4.4720000e-02	7.0108470e-03	1.2114850e-02	1.2185700e-02
378.7         	4.4698740e-02	7.0112490e-03	1.2114870e-02	1.2185370e-02
378.8         	4.4674460e-02	7.0115610e-03	1.2114480e-02	1.2184870e-02
378.9         	4.4679640e-02	7.0115580e-03	1.2114350e-02	1.2184350e-02
379           	4.4640360e-02	7.0112700e-03	1.2113830e-02	1.2183930e-02
379.1         	4.4634860e-02	7.0113290e-03	1.2113590e-02	1.2184010e-02
379.2         	4.4671250e-02	7.0113220e-03	1.2113680e-02	1.2183680e-02
379.3         	4.4630170e-02	7.0113690e-03	1.2113450e-02	1.2183520e-02
379.4         	4.4696470e-02	7.0116500e-03	1.2113110e-02	1.2183200e-02
379.5         	4.4683860e-02	7.0121150e-03	1.2113060e-02	1.2182960e-02
379.6         	4.4709550e-02	7.0124050e-03	1.2112830e-02	1.2183020e-02
379.7         	4.4710940e-02	7.0127750e-03	1.2113290e-02	1.2183040e-02
379.8         	4.4681260e-02	7.0136080e-03	1.2113060e-02	1.2183010e-02
379.9         	4.4705320e-02	7.0140600e-03	1.2112670e-02	1.2183170e-02
380           	4.4710560e-02	7.0146530e-03	1.2112060e-02	1.2183050e-02
380.1         	4.4723940e-02	7.0148350e-03	1.2111360e-02	1.2182990e-02
380.2         	4.4714510e-02	7.0147230e-03	1.2111000e-02	1.2182360e-02
380.3         	4.4675210e-02	7.0150350e-03	1.2110630e-02	1.2182030e-02
380.4         	4.4707500e-02	7.0155750e-03	1.2110270e-02	1.2181720e-02
380.5         	4.4726190e-02	7.0159170e-03	1.2109750e-02	1.2181780e-02
380.6         	4.4741010e-02	7.0161960e-03	1.2109520e-02	1.2182090e-02
380.7         	4.4697870e-02	7.0163130e-03	1.2109050e-02	1.2182460e-02
380.8         	4.4693350e-02	7.0164590e-03	1.2108820e-02	1.2182510e-02
380.9         	4.4751810e-02	7.0168460e-03	1.2108450e-02	1.2181780e-02
381           	4.4749030e-02	7.0171400e-03	1.2107770e-02	1.2181300e-02
381.1         	4.4719000e-02	7.0173100e-03	1.2107230e-02	1.2181620e-02
381.2         	4.4734410e-02	7.0174800e-03	1.2106990e-02	1.2182000e-02
381.3         	4.4705220e-02	7.0176210e-03	1.2106590e-02	1.2182780e-02
381.4         	4.4707270e-02	7.0176850e-03	1.2106330e-02	1.2183200e-02
381.5         	4.4693840e-02	7.0180390e-03	1.2105900e-02	1.2183180e-02
381.6         	4.4722220e-02	7.0182680e-03	1.2105190e-02	1.2182930e-02
381.7         	4.4749350e-02	7.0184280e-03	1.2104280e-02	1.2182370e-02
381.8         	4.4708710e-02	7.0185650e-03	1.2103820e-02	1.2182210e-02
381.9         	4.4729440e-02	7.0186510e-03	1.2103960e-02	1.2181820e-02
382           	4.4747570e-02	7.0188250e-03	1.2104010e-02	1.2181530e-02
382.1         	4.4765250e-02	7.0188090e-03	1.2103490e-02	1.2181650e-02
382.2         	4.4799130e-02	7.0189510e-03	1.2102940e-02	1.2182040e-02
382.3         	4.4779660e-02	7.0191970e-03	1.2102590e-02	1.2182550e-02
382.4         	4.4705200e-02	7.0193050e-03	1.2101940e-02	1.2183080e-02
382.5         	4.4731450e-02	7.0195190e-03	1.2101500e-02	1.2182980e-02
382.6         	4.4777580e-02	7.0195260e-03	1.2101000e-02	1.2183000e-02
382.7         	4.4756470e-02	7.0197020e-03	1.2100100e-02	1.2183020e-02
382.8         	4.4748540e-02	7.0199320e-03	1.2099090e-02	1.2182810e-02
382.9         	4.4759480e-02	7.0202450e-03	1.2098560e-02	1.2182930e-02
383           	4.4695680e-02	7.0202130e-03	1.2097800e-02	1.2183420e-02
383.1         	4.4687790e-02	7.0205480e-03	1.2097090e-02	1.2183640e-02
383.2         	4.4761890e-02	7.0209420e-03	1.2096760e-02	1.2183860e-02
383.3         	4.4690890e-02	7.0214210e-03	1.2096180e-02	1.2184110e-02
383.4         	4.4706880e-02	7.0216490e-03	1.2095960e-02	1.2183950e-02
383.5         	4.4698980e-02	7.0221840e-03	1.2095640e-02	1.2183790e-02
383.6         	4.4746620e-02	7.0226970e-03	1.2095130e-02	1.2183460e-02
383.7         	4.4679050e-02	7.0230540e-03	1.2094090e-02	1.2183000e-02
383.8         	4.4725410e-02	7.0230520e-03	1.2093020e-02	1.2182530e-02
383.9         	4.4729770e-02	7.0232380e-03	1.2092530e-02	1.2182380e-02
384           	4.4742980e-02	7.0230740e-03	1.2092060e-02	1.2182320e-02
384.1         	4.4727900e-02	7.0230440e-03	1.2091440e-02	1.2182330e-02
384.2         	4.4693400e-02	7.0234960e-03	1.2090520e-02	1.2182200e-02
384.3         	4.4637610e-02	7.0241280e-03	1.2089590e-02	1.2181830e-02
384.4         	4.4705700e-02	7.0244830e-03	1.2088910e-02	1.2181620e-02
384.5         	4.4682010e-02	7.0242880e-03	1.2088260e-02	1.2182200e-02
384.6         	4.4616930e-02	7.0242360e-03	1.2087180e-02	1.2182080e-02
384.7         	4.4610300e-02	7.0241420e-03	1.2086540e-02	1.2181990e-02
384.8         	4.4662550e-02	7.0238650e-03	1.2086530e-02	1.2181170e-02
384.9         	4.4663530e-02	7.0235690e-03	1.2086360e-02	1.2180720e-02
385           	4.4659200e-02	7.0234440e-03	1.2085630e-02	1.2180910e-02
385.1         	4.4695600e-02	7.0238030e-03	1.2084460e-02	1.2180860e-02
385.2         	4.4682610e-02	7.0239800e-03	1.2084180e-02	1.2180790e-02
385.3         	4.4626060e-02	7.0238970e-03	1.2084160e-02	1.2180370e-02
385.4         	4.4631890e-02	7.0237460e-03	1.2083980e-02	1.2179920e-02
385.5         	4.4667340e-02	7.0237130e-03	1.2083380e-02	1.2179690e-02
385.6         	4.4642650e-02	7.0234550e-03	1.2082860e-02	1.2179150e-02
385.7         	4.4634170e-02	7.0231350e-03	1.2082630e-02	1.2178500e-02
385.8         	4.4663590e-02	7.0225700e-03	1.2082180e-02	1.2178390e-02
385.9         	4.4701420e-02	7.0224130e-03	1.2081810e-02	1.2178620e-02
386           	4.4671630e-02	7.0226260e-03	1.2081590e-02	1.2178650e-02
386.1         	4.4658900e-02	7.0229180e-03	1.2081690e-02	1.2178250e-02
386.2         	4.4676570e-02	7.0232510e-03	1.2081250e-02	1.2177850e-02
386.3         	4.4680310e-02	7.0232490e-03	1.2081000e-02	1.2177590e-02
386.4         	4.4666140e-02	7.0231880e-03	1.2081180e-02	1.2177270e-02
386.5         	4.4708980e-02	7.0234820e-03	1.2081710e-02	1.2177170e-02
386.6         	4.4679570e-02	7.0235840e-03	1.2081420e-02	1.2176700e-02
386.7         	4.4722320e-02	7.0239660e-03	1.2080620e-02	1.2176160e-02
386.8         	4.4736000e-02	7.0244840e-03	1.2080210e-02	1.2175810e-02
386.9         	4.4738880e-02	7.0249190e-03	1.2080210e-02	1.2175870e-02
387           	4.4688930e-02	7.0255440e-03	1.2080100e-02	1.2175590e-02
387.1         	4.4711040e-02	7.0260590e-03	1.2080040e-02	1.2175490e-02
387.2         	4.4767290e-02	7.0261650e-03	1.2079960e-02	1.2175250e-02
387.3         	4.4727620e-02	7.0261190e-03	1.2079250e-02	1.2175710e-02
387.4         	4.4750920e-02	7.0266540e-03	1.2079070e-02	1.2176070e-02
387.5         	4.4720790e-02	7.0266430e-03	1.2079270e-02	1.2176240e-02
387.6         	4.4702270e-02	7.0263460e-03	1.2079340e-02	1.2175710e-02
387.7         	4.4689780e-02	7.0262810e-03	1.2079050e-02	1.2174720e-02
387.8         	4.4691850e-02	7.0265010e-03	1.2078910e-02	1.2174720e-02
387.9         	4.4749250e-02	7.0265260e-03	1.2078760e-02	1.2175000e-02
388           	4.4782900e-02	7.0266600e-03	1.2078140e-02	1.2175990e-02
388.1         	4.4762650e-02	7.0269300e-03	1.2078010e-02	1.2176430e-02
388.2         	4.4783140e-02	7.0271070e-03	1.2078150e-02	1.2176580e-02
388.3         	4.4842710e-02	7.0272590e-03	1.2078810e-02	1.2176230e-02
388.4         	4.4865850e-02	7.0274990e-03	1.2079120e-02	1.2175620e-02
388.5         	4.4794630e-02	7.0279070e-03	1.2079460e-02	1.2175860e-02
388.6         	4.4793410e-02	7.0283870e-03	1.2079740e-02	1.2176080e-02
388.7         	4.4842760e-02	7.0291110e-03	1.2080340e-02	1.2176380e-02
388.8         	4.4858710e-02	7.0298260e-03	1.2080650e-02	1.2176890e-02
388.9         	4.4878680e-02	7.0300550e-03	1.2080860e-02	1.2177220e-02
389           	4.4832950e-02	7.0299600e-03	1.2080510e-02	1.2176820e-02
389.1         	4.4838350e-02	7.0298380e-03	1.2080140e-02	1.2176790e-02
389.2         	4.4833330e-02	7.0300500e-03	1.2079980e-02	1.2176920e-02
389.3         	4.4845380e-02	7.0307310e-03	1.2079660e-02	1.2176940e-02
389.4         	4.4851190e-02	7.0312660e-03	1.2079750e-02	1.2177390e-02
389.5         	4.4878520e-02	7.0317090e-03	1.2080240e-02	1.2177040e-02
389.6         	4.4855130e-02	7.0321780e-03	1.2080350e-02	1.2177200e-02
389.7         	4.4845220e-02	7.0324120e-03	1.2080200e-02	1.2177390e-02
389.8         	4.4888170e-02	7.0326930e-03	1.2080340e-02	1.2177630e-02
389.9         	4.4907800e-02	7.0328760e-03	1.2079880e-02	1.2177720e-02
390           	4.4907290e-02	7.0334330e-03	1.2079520e-02	1.2177600e-02
390.1         	4.4911380e-02	7.0337170e-03	1.2079280e-02	1.2177880e-02
390.2         	4.4933240e-02	7.0338820e-03	1.2078920e-02	1.2178040e-02
390.3         	4.4954200e-02	7.0338570e-03	1.2078500e-02	1.2177880e-02
390.4         	4.4911510e-02	7.0337370e-03	1.2078530e-02	1.2177580e-02
390.5         	4.4926540e-02	7.0340390e-03	1.2078460e-02	1.2177380e-02
390.6         	4.4834890e-02	7.0347280e-03	1.2077940e-02	1.2177150e-02
390.7         	4.4871850e-02	7.0353810e-03	1.2077300e-02	1.2177060e-02
390.8         	4.4892250e-02	7.0358340e-03	1.2077090e-02	1.2177090e-02
390.9         	4.4868680e-02	7.0361260e-03	1.2077260e-02	1.2176890e-02
391           	4.4909870e-02	7.0361020e-03	1.2077480e-02	1.2176610e-02
391.1         	4.4905230e-02	7.0361340e-03	1.2077480e-02	1.2176300e-02
391.2         	4.4914380e-02	7.0362110e-03	1.2077510e-02	1.2176160e-02
391.3         	4.4917950e-02	7.0365040e-03	1.2076620e-02	1.2176010e-02
391.4         	4.4856800e-02	7.0366390e-03	1.2076090e-02	1.2175560e-02
391.5         	4.4864510e-02	7.0369430e-03	1.2074950e-02	1.2175790e-02
391.6         	4.4870910e-02	7.0368910e-03	1.2074230e-02	1.2175940e-02
391.7         	4.4874340e-02	7.0365100e-03	1.2073890e-02	1.2175700e-02
391.8         	4.4826230e-02	7.0362810e-03	1.2073390e-02	1.2175100e-02
391.9         	4.4893980e-02	7.0364090e-03	1.2072360e-02	1.2174420e-02
392           	4.4886220e-02	7.0368250e-03	1.2071290e-02	1.2173980e-02
392.1         	4.4882990e-02	7.0371010e-03	1.2070620e-02	1.2173660e-02
392.2         	4.4913830e-02	7.0373790e-03	1.2070510e-02	1.2173410e-02
392.3         	4.4946430e-02	7.0377750e-03	1.2069980e-02	1.2173040e-02
392.4         	4.4923300e-02	7.0376360e-03	1.2069510e-02	1.2172660e-02
392.5         	4.4838000e-02	7.0376180e-03	1.2069000e-02	1.2171820e-02
392.6         	4.4878540e-02	7.0375490e-03	1.2068730e-02	1.2170680e-02
392.7         	4.4895850e-02	7.0374400e-03	1.2068360e-02	1.2169640e-02
392.8         	4.4902450e-02	7.0375490e-03	1.2067300e-02	1.2169110e-02
392.9         	4.4898190e-02	7.0376170e-03	1.2066550e-02	1.2168790e-02
393           	4.4912090e-02	7.0375590e-03	1.2065790e-02	1.2168260e-02
393.1         	4.4892730e-02	7.0375560e-03	1.2065340e-02	1.2167450e-02
393.2         	4.4931530e-02	7.0372450e-03	1.2064360e-02	1.2166750e-02
393.3         	4.4856610e-02	7.0371220e-03	1.2063540e-02	1.2166220e-02
393.4         	4.4828230e-02	7.0369990e-03	1.2062960e-02	1.2166140e-02
393.5         	4.4839490e-02	7.0369010e-03	1.2062320e-02	1.2166410e-02
393.6         	4.4816120e-02	7.0367690e-03	1.2062070e-02	1.2166440e-02
393.7         	4.4826610e-02	7.0363710e-03	1.2061550e-02	1.2165990e-02
393.8         	4.4843270e-02	7.0359470e-03	1.2060680e-02	1.2165640e-02
393.9         	4.4887000e-02	7.0354550e-03	1.2060250e-02	1.2164980e-02
394           	4.4867730e-02	7.0349130e-03	1.2058890e-02	1.2164380e-02
394.1         	4.4820300e-02	7.0345230e-03	1.2057680e-02	1.2163740e-02
394.2         	4.4799540e-02	7.0341440e-03	1.2056830e-02	1.2163040e-02
394.3         	4.4840090e-02	7.0340930e-03	1.2055900e-02	1.2162630e-02
394.4         	4.4758970e-02	7.0339090e-03	1.2054920e-02	1.2161860e-02
394.5         	4.4762600e-02	7.0338990e-03	1.2054160e-02	1.2161500e-02
394.6         	4.4692510e-02	7.0337940e-03	1.2053470e-02	1.2161180e-02
394.7         	4.4720430e-02	7.0337340e-03	1.2052700e-02	1.2160750e-02
394.8         	4.4803600e-02	7.0334420e-03	1.2051330e-02	1.2160380e-02
394.9         	4.4769000e-02	7.0328350e-03	1.2051030e-02	1.2160040e-02
395           	4.4755590e-02	7.0323030e-03	1.2050320e-02	1.2159910e-02
395.1         	4.4767710e-02	7.0320430e-03	1.2049620e-02	1.2159820e-02
395.2         	4.4724040e-02	7.0318600e-03	1.2049210e-02	1.2159560e-02
395.3         	4.4697950e-02	7.0318340e-03	1.2048090e-02	1.2159020e-02
395.4         	4.4763230e-02	7.0317040e-03	1.2047180e-02	1.2158230e-02
395.5         	4.4808300e-02	7.0312450e-03	1.2046100e-02	1.2157800e-02
395.6         	4.4791720e-02	7.0309200e-03	1.2045550e-02	1.2157280e-02
395.7         	4.4846950e-02	7.0307830e-03	1.2044890e-02	1.2156890e-02
395.8         	4.4747130e-02	7.0306170e-03	1.2044230e-02	1.2156710e-02
395.9         	4.4763930e-02	7.0306210e-03	1.2043540e-02	1.2156630e-02
396           	4.4764150e-02	7.0303630e-03	1.2042960e-02	1.2156360e-02
396.1         	4.4722170e-02	7.0298050e-03	1.2042460e-02	1.2156550e-02
396.2         	4.4788320e-02	7.0292370e-03	1.2041810e-02	1.2156190e-02
396.3         	4.4759290e-02	7.0288250e-03	1.2040770e-02	1.2155300e-02
396.4         	4.4785740e-02	7.0287010e-03	1.2039810e-02	1.2154770e-02
396.5         	4.4717740e-02	7.0287560e-03	1.2038760e-02	1.2154140e-02
396.6         	4.4736830e-02	7.0285430e-03	1.2037590e-02	1.2153580e-02
396.7         	4.4713640e-02	7.0282340e-03	1.2036530e-02	1.2153660e-02
396.8         	4.4718380e-02	7.0280740e-03	1.2035470e-02	1.2153710e-02
396.9         	4.4678410e-02	7.0279270e-03	1.2034410e-02	1.2153380e-02
397           	4.4675840e-02	7.0276460e-03	1.2033730e-02	1.2153170e-02
397.1         	4.4644900e-02	7.0272080e-03	1.2033180e-02	1.2152790e-02
397.2         	4.4662960e-02	7.0268080e-03	1.2032580e-02	1.2152600e-02
397.3         	4.4701010e-02	7.0263200e-03	1.2032220e-02	1.2152170e-02
